feature,classifier,weighting_function,top_genes,fold,auc,source_dir
griffin_diff,Logistic Regression,p_value,1000,2,0.9583333333333334,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1000,3,0.8154761904761906,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1000,4,0.9285714285714286,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1000,5,0.880952380952381,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1000,6,0.7857142857142857,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1000,7,0.7619047619047619,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1000,8,0.8571428571428572,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1000,9,0.7678571428571429,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1000,10,0.8035714285714286,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,100,1,0.6964285714285714,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,100,2,0.5892857142857143,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,100,3,0.7261904761904762,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,100,4,0.8333333333333333,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,100,5,0.7916666666666667,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,100,6,0.5595238095238095,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,100,7,0.7023809523809523,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,100,8,0.6309523809523809,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,100,9,0.5714285714285714,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,100,10,0.6964285714285714,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,10,1,0.6309523809523809,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,10,2,0.5297619047619048,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,10,3,0.625,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,10,4,0.5773809523809523,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,10,5,0.6666666666666667,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,10,6,0.49404761904761907,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,10,7,0.5357142857142857,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,10,8,0.5654761904761905,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,10,9,0.43452380952380953,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,10,10,0.6011904761904762,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,14224,1,0.9583333333333333,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,14224,2,0.994047619047619,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,14224,3,0.8511904761904762,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,14224,4,0.9821428571428572,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,14224,5,0.9523809523809524,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,14224,6,0.7797619047619048,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,14224,7,0.8928571428571428,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,14224,8,0.9345238095238095,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,14224,9,0.7916666666666666,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,14224,10,0.8630952380952381,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1500,1,0.9285714285714286,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1500,2,0.9464285714285714,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1500,3,0.8214285714285715,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1500,4,0.9226190476190477,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1500,5,0.9047619047619048,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1500,6,0.8035714285714286,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1500,7,0.7916666666666666,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1500,8,0.875,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1500,9,0.8095238095238095,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,1500,10,0.8095238095238095,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,2500,1,0.9583333333333334,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,2500,2,0.9761904761904762,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,2500,3,0.8333333333333333,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,2500,4,0.9226190476190476,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,2500,5,0.9285714285714286,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,2500,6,0.7976190476190476,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,2500,7,0.8273809523809523,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,2500,8,0.8809523809523809,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,2500,9,0.7916666666666667,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,2500,10,0.8511904761904762,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,250,1,0.8571428571428572,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,250,2,0.7083333333333333,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,250,3,0.761904761904762,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,250,4,0.8452380952380952,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,250,5,0.7321428571428571,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,250,6,0.6488095238095238,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,250,7,0.6964285714285714,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,250,8,0.8214285714285714,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,250,9,0.5892857142857144,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,250,10,0.7440476190476191,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,25,1,0.7619047619047619,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,25,2,0.5297619047619048,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,25,3,0.6309523809523809,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,25,4,0.7321428571428571,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,25,5,0.7261904761904762,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,25,6,0.5595238095238095,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,25,7,0.7559523809523809,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,25,8,0.5119047619047619,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,25,9,0.5297619047619048,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,25,10,0.6726190476190477,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,5000,1,0.9523809523809523,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,5000,2,0.9642857142857143,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,5000,3,0.8214285714285715,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,5000,4,0.9404761904761905,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,5000,5,0.9285714285714285,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,5000,6,0.7857142857142857,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,5000,7,0.8214285714285714,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,5000,8,0.9107142857142857,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,5000,9,0.7797619047619048,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,5000,10,0.8273809523809524,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,500,1,0.9166666666666666,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,500,2,0.8214285714285714,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,500,3,0.7976190476190477,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,500,4,0.9523809523809523,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,500,5,0.8690476190476191,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,500,6,0.7976190476190477,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,500,7,0.6964285714285715,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,500,8,0.8273809523809523,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,500,9,0.6369047619047619,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,500,10,0.8095238095238095,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,50,1,0.8095238095238095,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,50,2,0.6607142857142857,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,50,3,0.6190476190476191,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,50,4,0.7738095238095237,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,50,5,0.7142857142857143,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,50,6,0.4642857142857143,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,50,7,0.6011904761904762,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,50,8,0.4821428571428572,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,50,9,0.511904761904762,brca_crc_dd_before_prec_change_jun122026
griffin_diff,Logistic Regression,p_value,50,10,0.6428571428571429,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10000,1,0.9761904761904762,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10000,2,0.9464285714285714,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10000,3,0.7738095238095238,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10000,4,0.875,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10000,5,0.8630952380952381,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10000,6,0.8988095238095237,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10000,7,1.0,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10000,8,0.8630952380952381,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10000,9,0.7678571428571428,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10000,10,0.9523809523809523,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1000,1,0.9107142857142857,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1000,2,0.9523809523809524,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1000,3,0.7261904761904763,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1000,4,0.8273809523809524,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1000,5,0.8630952380952381,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1000,6,0.8869047619047619,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1000,7,0.9702380952380953,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1000,8,0.8988095238095238,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1000,9,0.7738095238095238,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1000,10,0.9166666666666666,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,100,1,0.7619047619047619,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,100,2,0.6071428571428572,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,100,3,0.6190476190476191,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,100,4,0.7083333333333333,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,100,5,0.6071428571428572,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,100,6,0.6130952380952381,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,100,7,0.8392857142857143,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,100,8,0.7440476190476191,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,100,9,0.875,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,100,10,0.7559523809523809,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10,1,0.6607142857142857,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10,2,0.47619047619047616,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10,3,0.6369047619047619,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10,4,0.5714285714285714,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10,5,0.6309523809523809,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10,6,0.3035714285714286,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10,7,0.48214285714285715,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10,8,0.47619047619047616,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10,9,0.43452380952380953,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,10,10,0.5059523809523809,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,14224,1,0.994047619047619,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,14224,2,0.9523809523809523,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,14224,3,0.7916666666666667,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,14224,4,0.8690476190476191,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,14224,5,0.8630952380952381,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,14224,6,0.8869047619047619,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,14224,7,1.0,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,14224,8,0.8392857142857143,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,14224,9,0.7678571428571429,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,14224,10,0.9583333333333334,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1500,1,0.9761904761904763,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1500,2,0.9345238095238095,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1500,3,0.7797619047619048,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1500,4,0.8095238095238095,brca_crc_dd_before_prec_change_jun122026
mwh,Logistic Regression,p_value,1500,5,0.8452380952380951,brca_crc_dd_before_prec_change_jun122026
